tweet,tweet_cf
"biasanya 1 kali, tapi ini sekolah offline, jadi 2 kali https://t.co/kGu9H2Yl6a","biasanya 1 kali, tapi ini sekolah offline, jadi 2 kali https://t.co/kgu9h2yl6a"
@convomf sekolah udh offline blm?,@convomf sekolah udh offline blm?
anjir ak gah sekolah offline ssk ramangkat ah,anjir ak gah sekolah offline ssk ramangkat ah
"ajg lah, sekolah offline gurunya makin ngelunjak kalo kasih tugas","ajg lah, sekolah offline gurunya makin ngelunjak kalo kasih tugas"
"Fess seneng banget sekolah udah pada offline lagi, jadi bisa jajan di sd https://t.co/bAelTB56ue","fess seneng banget sekolah udah pada offline lagi, jadi bisa jajan di sd https://t.co/baeltb56ue"
gamau sekolah offline,gamau sekolah offline
"SchApp! Aku siswa kelas 12 dan sekarang udah sekolah offline, setiap pulang sekolah pasti ngantuk pengen bgt tidur, padahal harusnya belajar untuk UTBK. Kasih tips dong cara kalian bisa melawan rasa kantuk, trus fokus belajar!! (Fyi, aku orangnya ga bisa belajar malem (ga fokus))","schapp! aku siswa kelas 12 dan sekarang udah sekolah offline, setiap pulang sekolah pasti ngantuk pengen bgt tidur, padahal harusnya belajar untuk utbk. kasih tips dong cara kalian bisa melawan rasa kantuk, trus fokus belajar!! (fyi, aku orangnya ga bisa belajar malem (ga fokus))"
"habis dari sekolah bersih bersih lagi kelas, dan mungkin setelah ini per awalan bulan November udah offline Dann bakalll sibukkkk","habis dari sekolah bersih bersih lagi kelas, dan mungkin setelah ini per awalan bulan november udah offline dann bakalll sibukkkk"
sekolah offline terus😀,sekolah offline terus😀
@mataharibulet Klau lgi sekolah online/offline sih jam 6 lewat gitu trus klau weekend mah jam 12 an 😢😢,@mataharibulet klau lgi sekolah online/offline sih jam 6 lewat gitu trus klau weekend mah jam 12 an 😢😢
@moonareas lebih suka sekolah offline apa online?,@moonareas lebih suka sekolah offline apa online?
"Anak twitter yang baru masuk sekolah offline pas mau minjem penghapus ke temennya

""Mjb nder,kamu pnya penghapus ga?""
""Gaada""
*temen satunya nyaut
""Mmf ikutan nimbrung nih aku ada""","anak twitter yang baru masuk sekolah offline pas mau minjem penghapus ke temennya

""mjb nder,kamu pnya penghapus ga?""
""gaada""
*temen satunya nyaut
""mmf ikutan nimbrung nih aku ada"""
"Sch! Sekolah kalian udah seleksi ksn belum? Yang mau ikut seleksi geografi, kalian belajar nya dari mana ya.. apakah bimbel offline??","sch! sekolah kalian udah seleksi ksn belum? yang mau ikut seleksi geografi, kalian belajar nya dari mana ya.. apakah bimbel offline??"
"@goowdboy Mau ini boleh ga si😭, buat sekolah offline https://t.co/NBtH0fsZ6W","@goowdboy mau ini boleh ga si😭, buat sekolah offline https://t.co/nbth0fsz6w"
"sch! gimana nih yg uda sekolah offline coba review dong?? 🫂 
kalo sender : masih belum/jarang interaksi sama temen, pada diem semua :( karena gda waktu istirahat juga, buat mapel jadi lebih paham dan gurunya okee si seru👍🏻 walaupun pulang pulang kerasa capekk 😣","sch! gimana nih yg uda sekolah offline coba review dong?? 🫂 
kalo sender : masih belum/jarang interaksi sama temen, pada diem semua :( karena gda waktu istirahat juga, buat mapel jadi lebih paham dan gurunya okee si seru👍🏻 walaupun pulang pulang kerasa capekk 😣"
"tp serius loh bingung bgt sm temen kls yg seneng daring😃 lu bayangin gasi kalo offline tuh cuman sekolah 3 jam, guru jrg kasih pr, materi mudah dimengerti, lah daring? tugas, ngejar deadline, materi kaga ngerti, encok, begadang, hadeh","tp serius loh bingung bgt sm temen kls yg seneng daring😃 lu bayangin gasi kalo offline tuh cuman sekolah 3 jam, guru jrg kasih pr, materi mudah dimengerti, lah daring? tugas, ngejar deadline, materi kaga ngerti, encok, begadang, hadeh"
"sekolah offline yang awal nya seru, makin lama makin banyak tugas 🥲🥲","sekolah offline yang awal nya seru, makin lama makin banyak tugas 🥲🥲"
PLS SEKOLAH OFFLINE MAY PERGI DUDNHZJS AEFER MY LOVE,pls sekolah offline may pergi dudnhzjs aefer my love
ck besok sekolah offline,ck besok sekolah offline
"💙 mending masuk ptmt atau engga? sikon saat ini aku udh kurang lebih memahami materi sekolah jadi sebenernya ga perlu sekolah offline lagi, udh berani nanya pertanyaan juga jd udh ga sungkan2 lg","💙 mending masuk ptmt atau engga? sikon saat ini aku udh kurang lebih memahami materi sekolah jadi sebenernya ga perlu sekolah offline lagi, udh berani nanya pertanyaan juga jd udh ga sungkan2 lg"
"@mogcuu emang sepi moguuuu udh pada balik offline, sekolah kerja jg","@mogcuu emang sepi moguuuu udh pada balik offline, sekolah kerja jg"
kalian dh pada sekolah offline?,kalian dh pada sekolah offline?
"@jaetheriel Iyaa, padahal semangatin aja udah cukup orang kan beda"" ya kesibukannya apalagi ini anak sekolah udah offline ada juga yg udah uts","@jaetheriel iyaa, padahal semangatin aja udah cukup orang kan beda"" ya kesibukannya apalagi ini anak sekolah udah offline ada juga yg udah uts"
"➷ 26-10-2021
JAY TUSPI SCYLLA GEMES BANGET BANGET BANGET 😭 Pulang sekolah offline paket trade dateng rasanya tuh ksjshshjsgsgs 😭💗💕💖 https://t.co/UlifkBSyco","➷ 26-10-2021
jay tuspi scylla gemes banget banget banget 😭 pulang sekolah offline paket trade dateng rasanya tuh ksjshshjsgsgs 😭💗💕💖 https://t.co/ulifkbsyco"
@tigerlilyJey Foto terakhir yang bikin orang stress 🥲🙏🏻 tadi abis sekolah offline 😇 bissmilah ya allah 😰🙏🏻 sebelumnya makasih kak udh bikin GA ini sukses selalu 💜 https://t.co/aWHwLk9Jl5,@tigerlilyjey foto terakhir yang bikin orang stress 🥲🙏🏻 tadi abis sekolah offline 😇 bissmilah ya allah 😰🙏🏻 sebelumnya makasih kak udh bikin ga ini sukses selalu 💜 https://t.co/awhwlk9jl5
Sekilas info...... MULAI SENIN DEPAN W SEKOLAH OFFLINE 😭😭😭😭,sekilas info...... mulai senin depan w sekolah offline 😭😭😭😭
"Aku baru selesai daring, abis siapin bwt besok sekolah offline juga","aku baru selesai daring, abis siapin bwt besok sekolah offline juga"
@26Z1AX @convomf iya masi ada bau bau online banyak tugas yg makin aneh” mana nanti klau bener udah full offline sekolah ampe soreeeee😭,@26z1ax @convomf iya masi ada bau bau online banyak tugas yg makin aneh” mana nanti klau bener udah full offline sekolah ampe soreeeee😭
"@onnowpurbo Internet offline sebagai solusi Pembelajaran jarak jauh di sekolah

https://t.co/Lx2m9l6653","@onnowpurbo internet offline sebagai solusi pembelajaran jarak jauh di sekolah

https://t.co/lx2m9l6653"
"@bertanyarl Akhirnya masuk sma, punya temen baru, punya kegiatan baru, kebiasaan baru. AH JADI KANGEN SEKOLAH OFFLINE NORMAL KAN GUA ELAH","@bertanyarl akhirnya masuk sma, punya temen baru, punya kegiatan baru, kebiasaan baru. ah jadi kangen sekolah offline normal kan gua elah"
"💭 pengen cepet cepet sekolah offline, jujur sekolah jadi satu satunya tempat kabur kalo lagi suntuk dirumah..","💭 pengen cepet cepet sekolah offline, jujur sekolah jadi satu satunya tempat kabur kalo lagi suntuk dirumah.."
sekolah offline membuat q capek tapi klw gk offline jadi tambah bego tiada tara😩,sekolah offline membuat q capek tapi klw gk offline jadi tambah bego tiada tara😩
@dongsichceng sekolah offline membuatku capek trs tp kalo gak offline jadi tmbh bego😩,@dongsichceng sekolah offline membuatku capek trs tp kalo gak offline jadi tmbh bego😩
sekolah offline tuh seseru itu walaupun cape,sekolah offline tuh seseru itu walaupun cape
"yg vaksin mahasiswa, yang sekolah offline anak sd, komedi bener","yg vaksin mahasiswa, yang sekolah offline anak sd, komedi bener"
MAU SEKOLAH OFFLINE PLISSSS HUEE,mau sekolah offline plissss huee
"Semenjak covid gw jd kenal kpop dan gk ad overthinking2an, pling ad dikit sama idol klo jrng update gt2 doang. Dan gw jg pindah sekolah pas covid jd temen2 bru blom ad yg tau muka gw. Tp semenjak gw sekolah offline ad beberapa tmn cowo yg ya gt..","semenjak covid gw jd kenal kpop dan gk ad overthinking2an, pling ad dikit sama idol klo jrng update gt2 doang. dan gw jg pindah sekolah pas covid jd temen2 bru blom ad yg tau muka gw. tp semenjak gw sekolah offline ad beberapa tmn cowo yg ya gt.."
"@jnxhwny jujur bener...
terus juga gw kalo sekolah offline no prob ga makan smpe rumah tapi kenapa skolah onlen gw laper mulu sksksk","@jnxhwny jujur bener...
terus juga gw kalo sekolah offline no prob ga makan smpe rumah tapi kenapa skolah onlen gw laper mulu sksksk"
"bayangin anjir gue dari tadi pagi kebelet berak, mana sekolah offline","bayangin anjir gue dari tadi pagi kebelet berak, mana sekolah offline"
"saking dekatnya smp dengan rumah, belnya biasa kedengaran apalagi waktu itu masih sekolah offline. sekarang, belnya kedengaran lagi. senangnyaa everything’s going normal","saking dekatnya smp dengan rumah, belnya biasa kedengaran apalagi waktu itu masih sekolah offline. sekarang, belnya kedengaran lagi. senangnyaa everything’s going normal"
"@doyoungsvr haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔","@doyoungsvr haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔"
"@sa_rhmsoo haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔","@sa_rhmsoo haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔"
"@yochienori haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔","@yochienori haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔"
"@yraluvs haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔","@yraluvs haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔"
"@jaexuchy haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔","@jaexuchy haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔"
"@araacupcakes haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔","@araacupcakes haloo maaf ya skrg jrg jbjb, udh mulai sekolah offline huhu jd baru bisa jbjb moots pulang sekolah😔"
kalian kalo sekolah offline bawa uang jajan brapa?,kalian kalo sekolah offline bawa uang jajan brapa?
@yearmiese Masih sekolah offline?,@yearmiese masih sekolah offline?
"@ShopeeID pengen bgt buat beli laptop min, udah dari lama tapi belum kebeli
Butuh juga krn adekku akhirnya mulai sekolah offline, butuh laptop krn jurusannya

bismillah🙏","@shopeeid pengen bgt buat beli laptop min, udah dari lama tapi belum kebeli
butuh juga krn adekku akhirnya mulai sekolah offline, butuh laptop krn jurusannya

bismillah🙏"
"hii, kalian lagi sekolah offline apa online","hii, kalian lagi sekolah offline apa online"
"Happy me
Ngantarin gempur sekolah offline 🥰 https://t.co/xYvckz2dFo","happy me
ngantarin gempur sekolah offline 🥰 https://t.co/xyvckz2dfo"
"ini acc masih aktif yaa, jangan di unfoll :""
cuman aku jarang on karena aku udah sekolah offline","ini acc masih aktif yaa, jangan di unfoll :""
cuman aku jarang on karena aku udah sekolah offline"
lu kalo zoom class matiin kamera ya masuk sekolah offline lgsg begini bentukannya https://t.co/Amb7JOhlGR,lu kalo zoom class matiin kamera ya masuk sekolah offline lgsg begini bentukannya https://t.co/amb7johlgr
"@bluehooun ayo mutualan priv kaa klo bolehh, aktif ga aktif si disini xnxknsks semenjak udah sekolah offline agak jarang buka akun ini huee","@bluehooun ayo mutualan priv kaa klo bolehh, aktif ga aktif si disini xnxknsks semenjak udah sekolah offline agak jarang buka akun ini huee"
sp yang udahhh sekolah offline cung,sp yang udahhh sekolah offline cung
@nrtama_ capee sama tugas sekolah online tp klo disuruh offline takut ketemu org baru😭,@nrtama_ capee sama tugas sekolah online tp klo disuruh offline takut ketemu org baru😭
"@user231103 @armbdr @pearcchlt @mineisel @whtsAppbby Mabal online?
Soalnya setahuku PTM sekolah offline to?","@user231103 @armbdr @pearcchlt @mineisel @whtsappbby mabal online?
soalnya setahuku ptm sekolah offline to?"
@FunthesticL Uda sekolah offline ??,@funthesticl uda sekolah offline ??
@paslevotre_16 udah sekolah offline lau?,@paslevotre_16 udah sekolah offline lau?
"semoga 2022 udah bisa sekolah offline kaya biasa yaa, capek bgt begini trs🥲","semoga 2022 udah bisa sekolah offline kaya biasa yaa, capek bgt begini trs🥲"
@Fajri_UN1TY lagi sekolah offline nih kak https://t.co/Fz8ZTA789O,@fajri_un1ty lagi sekolah offline nih kak https://t.co/fz8zta789o
"Kunci Jawaban Buku Tematik Tema 4 Kelas 3 SD Kewajiban dan Hakku di Rumah Halaman 14, 15, 16 dan 17: Meski sudah banyak sekolah yang memulai sekolah offline, namun sebagian besar proses belajar dari rumah masih dilakukan. https://t.co/0HiAyGcbsr","kunci jawaban buku tematik tema 4 kelas 3 sd kewajiban dan hakku di rumah halaman 14, 15, 16 dan 17: meski sudah banyak sekolah yang memulai sekolah offline, namun sebagian besar proses belajar dari rumah masih dilakukan. https://t.co/0hiaygcbsr"
"Jujur anjir, gue ga nyangka bisa lancar ngomong di depan kelas
Udah 2 tahun ga sekolah offline gt kan padahal, tapi tiba-tiba berani","jujur anjir, gue ga nyangka bisa lancar ngomong di depan kelas
udah 2 tahun ga sekolah offline gt kan padahal, tapi tiba-tiba berani"
@Fajri_UN1TY Lagi mau sekolah offline,@fajri_un1ty lagi mau sekolah offline
"haii tabi sudah pulangg sekolah offline , kamu offline atau online ?","haii tabi sudah pulangg sekolah offline , kamu offline atau online ?"
"@A_LuluJKT48 Demi kamu aku sr sambil sekolah, mana sekolah offline","@a_lulujkt48 demi kamu aku sr sambil sekolah, mana sekolah offline"
"@itzelguise @armbdr Mjb, pelajaran tatap muka. Sekolah offline","@itzelguise @armbdr mjb, pelajaran tatap muka. sekolah offline"
"Halo guys selamat siang,pada sekolah offline atau daring nihh","halo guys selamat siang,pada sekolah offline atau daring nihh"
@skrsbrees Loh masih daring?? Kukira udah sekolah offline,@skrsbrees loh masih daring?? kukira udah sekolah offline
Svt konser online apa offline? Kaget bgt baru pulang sekolah 😢,svt konser online apa offline? kaget bgt baru pulang sekolah 😢
Yang sekolah offline biasanta pulang jam berapaa?🤔,yang sekolah offline biasanta pulang jam berapaa?🤔
"@schfess gpp kali beb, lu bisa sekolah offline aja udah sukur 😭 kangen tau daripada online dirumah sampe lulus","@schfess gpp kali beb, lu bisa sekolah offline aja udah sukur 😭 kangen tau daripada online dirumah sampe lulus"
@ournutrijijel Gue udah sekolah offline,@ournutrijijel gue udah sekolah offline
"@Fajri_UN1TY nugas nii,ak lgi sekolah offline","@fajri_un1ty nugas nii,ak lgi sekolah offline"
"@Fajri_UN1TY lagi sekolah offline ji, ngantuk bangun tidur","@fajri_un1ty lagi sekolah offline ji, ngantuk bangun tidur"
gasabar merasakan moment pulang sekolah pas sekolah offline,gasabar merasakan moment pulang sekolah pas sekolah offline
Gasuka sekolah offline tapi cape sekolah online,gasuka sekolah offline tapi cape sekolah online
"Giliran sekolah nya offline malah ga dibolehin sekolah, hadu.","giliran sekolah nya offline malah ga dibolehin sekolah, hadu."
aaaa aku gak siap buat sekolah offline back normal,aaaa aku gak siap buat sekolah offline back normal
Kalian hari ini sekolah nya offline/online?,kalian hari ini sekolah nya offline/online?
"@alrighvt seruu xixi, sekolah nya offline atau online nii? jangan lupa makan yaa, hv a nice day!","@alrighvt seruu xixi, sekolah nya offline atau online nii? jangan lupa makan yaa, hv a nice day!"
Pagii semua untuk yang sekolah offline semangat semuanya sch! https://t.co/1YIyyrkC9k,pagii semua untuk yang sekolah offline semangat semuanya sch! https://t.co/1yiyyrkc9k
Banyak yg udah offline ya sekolah/kuliahnya,banyak yg udah offline ya sekolah/kuliahnya
baru aja tadi bilang kangen sekolah offline wkwkwk https://t.co/SHsuaS2aE8,baru aja tadi bilang kangen sekolah offline wkwkwk https://t.co/shsuas2ae8
@taedyflowery Ka mi Udah luluss sekolah? Atau blum offline?,@taedyflowery ka mi udah luluss sekolah? atau blum offline?
"aaa ko gada yg bilangin ak hpbd, lagi sekolah offline 😭😭😭 https://t.co/h6tmTxQk2S","aaa ko gada yg bilangin ak hpbd, lagi sekolah offline 😭😭😭 https://t.co/h6tmtxqk2s"
"besok sekolah offline, malam ini gw sibuk ngerjain semua tugas","besok sekolah offline, malam ini gw sibuk ngerjain semua tugas"
sekolah offline bikin bete,sekolah offline bikin bete
"mau izin rest deh, ku mulai aktif sekolah offline. yang daring pun penuh tugas 😔","mau izin rest deh, ku mulai aktif sekolah offline. yang daring pun penuh tugas 😔"
"@Fajri_UN1TY Haii aji,, lagi apa ni?
Aku lagi sekolah offline https://t.co/crYc4aVy1S","@fajri_un1ty haii aji,, lagi apa ni?
aku lagi sekolah offline https://t.co/cryc4avy1s"
"@nctzenbase streamingnya liat waktu juga dimana waktu kalian luang, soalnya sekarang udah banyak yang sekolah offline looo ada yg kuliah jg, apalagi ini weekday kan ya, tp kalo kalian senggang yuk streaming🤩🤩🤩","@nctzenbase streamingnya liat waktu juga dimana waktu kalian luang, soalnya sekarang udah banyak yang sekolah offline looo ada yg kuliah jg, apalagi ini weekday kan ya, tp kalo kalian senggang yuk streaming🤩🤩🤩"
"@alyaavrd morning, lagi sekolah offline ya bestie. ☺️","@alyaavrd morning, lagi sekolah offline ya bestie. ☺️"
@oh4eva Sekolah offline njir aku hari ini,@oh4eva sekolah offline njir aku hari ini
"@yeolbabylion SEMANGAT NA 😭 sekolah offline sih seru, yang ga seru tuh ntar gue ujian offline 😭😭😭😭","@yeolbabylion semangat na 😭 sekolah offline sih seru, yang ga seru tuh ntar gue ujian offline 😭😭😭😭"
"@Fajri_UN1TY Pagi ajii, absen sekolah offline dulu👋🏻 https://t.co/M6vw6Di1PV","@fajri_un1ty pagi ajii, absen sekolah offline dulu👋🏻 https://t.co/m6vw6di1pv"
"yes offline school is cool, BUT NOT WITH UJIAN OFFLINE DI SEKOLAH","yes offline school is cool, but not with ujian offline di sekolah"
